                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                0.95012,                0.85638,                 1.1741,                0.91027,                0.89986,                0.92751,                0.71978,                0.95464,                0.68293,                 1.1528,               0.008119,               0.008119,               0.008119
                     22,                0.92654,                0.81823,                 1.1562,                0.92631,                0.88663,                0.93792,                0.73042,                0.94861,                0.66765,                 1.1595,                0.00802,                0.00802,                0.00802
                     23,                0.92433,                0.81524,                 1.1598,                 0.9482,                0.89093,                0.94874,                0.74352,                0.90924,                0.58957,                 1.1278,               0.007921,               0.007921,               0.007921
                     24,                0.92439,                0.79784,                  1.156,                 0.9418,                0.91993,                0.94923,                0.74889,                0.90947,                0.57311,                 1.1269,               0.007822,               0.007822,               0.007822
                     25,                0.91157,                0.78677,                 1.1519,                 0.9305,                0.91168,                0.94457,                0.73654,                0.92112,                0.58577,                 1.1291,               0.007723,               0.007723,               0.007723
                     26,                  0.902,                0.78722,                 1.1427,                0.94808,                0.90765,                0.95511,                0.74812,                0.89738,                0.57292,                 1.1079,               0.007624,               0.007624,               0.007624
                     27,                0.89313,                0.76304,                 1.1431,                0.93817,                0.90705,                0.94691,                0.74108,                0.90939,                0.56118,                 1.1354,               0.007525,               0.007525,               0.007525
                     28,                0.88036,                0.75299,                 1.1284,                0.94231,                0.90328,                0.94674,                0.74524,                0.90875,                0.59437,                  1.127,               0.007426,               0.007426,               0.007426
                     29,                 0.8656,                 0.7353,                 1.1216,                0.93622,                0.90277,                0.94945,                0.74574,                0.93215,                0.60749,                 1.1397,               0.007327,               0.007327,               0.007327
                     30,                0.86211,                0.72132,                 1.1157,                0.92428,                0.91765,                0.94713,                0.74193,                0.90586,                 0.5702,                 1.1242,               0.007228,               0.007228,               0.007228
                     31,                0.86177,                 0.7199,                   1.12,                0.94605,                 0.9083,                0.94414,                0.73972,                0.90532,                0.57408,                 1.1261,               0.007129,               0.007129,               0.007129
                     32,                0.86036,                 0.7294,                 1.1183,                0.92894,                0.92471,                0.94746,                0.74395,                0.88846,                 0.5637,                 1.1222,                0.00703,                0.00703,                0.00703
                     33,                 0.8515,                0.70529,                 1.1168,                0.94039,                0.91185,                0.94707,                0.74802,                 0.9006,                0.58147,                  1.133,               0.006931,               0.006931,               0.006931
                     34,                0.84548,                0.70461,                 1.1096,                0.94066,                0.92448,                0.94446,                0.74642,                0.89625,                 0.5721,                  1.119,               0.006832,               0.006832,               0.006832
                     35,                0.83488,                0.67415,                 1.1007,                0.93553,                0.92762,                0.95168,                0.75399,                0.87645,                0.55313,                 1.1219,               0.006733,               0.006733,               0.006733
                     36,                0.83083,                0.67904,                 1.0985,                0.93208,                0.91577,                0.94581,                 0.7537,                0.90156,                0.58472,                 1.1315,               0.006634,               0.006634,               0.006634
                     37,                0.82381,                0.67986,                 1.0932,                0.95225,                0.93047,                0.95075,                0.74886,                 0.8997,                0.54001,                 1.1293,               0.006535,               0.006535,               0.006535
                     38,                0.81407,                0.65593,                 1.0877,                0.94844,                0.91309,                  0.947,                0.74916,                0.90321,                0.59352,                 1.1217,               0.006436,               0.006436,               0.006436
                     39,                0.80831,                0.65412,                 1.0882,                0.94839,                0.91088,                0.95457,                0.76282,                0.88324,                0.55268,                 1.1197,               0.006337,               0.006337,               0.006337
                     40,                0.80763,                0.65387,                  1.086,                0.93946,                0.91499,                0.95105,                0.76426,                 0.8696,                0.55555,                 1.1116,               0.006238,               0.006238,               0.006238
                     41,                0.80256,                0.64588,                 1.0832,                0.94104,                0.93217,                0.95116,                0.76157,                0.87308,                0.53638,                 1.1012,               0.006139,               0.006139,               0.006139
                     42,                0.79083,                0.63996,                 1.0774,                0.94145,                   0.93,                0.95277,                0.76151,                 0.8825,                0.51752,                  1.111,                0.00604,                0.00604,                0.00604
                     43,                0.78807,                0.61827,                 1.0768,                0.95781,                0.91036,                0.95388,                0.76355,                0.87783,                0.53003,                 1.1192,               0.005941,               0.005941,               0.005941
                     44,                 0.7748,                0.62017,                 1.0669,                0.94977,                0.92432,                0.95209,                0.76497,                0.87981,                0.53881,                 1.1092,               0.005842,               0.005842,               0.005842
                     45,                0.77487,                 0.6075,                 1.0665,                0.95162,                0.92086,                0.94882,                0.76746,                0.87873,                0.53827,                 1.1113,               0.005743,               0.005743,               0.005743
                     46,                0.76965,                0.60782,                 1.0638,                0.94099,                0.92409,                0.95093,                0.76605,                0.87092,                0.54084,                 1.1045,               0.005644,               0.005644,               0.005644
                     47,                0.77921,                0.61078,                 1.0723,                0.94019,                0.92878,                 0.9531,                0.76398,                0.88024,                0.56795,                 1.1198,               0.005545,               0.005545,               0.005545
                     48,                0.76016,                0.59695,                 1.0593,                0.94168,                0.92123,                0.94756,                0.75985,                0.89369,                0.55107,                 1.1184,               0.005446,               0.005446,               0.005446
                     49,                0.75223,                0.58792,                 1.0604,                0.95426,                0.91735,                0.95096,                 0.7655,                0.87352,                0.51961,                 1.1124,               0.005347,               0.005347,               0.005347
                     50,                0.74298,                0.57976,                 1.0512,                0.94767,                0.92417,                0.95313,                0.77396,                0.85132,                0.52488,                 1.0947,               0.005248,               0.005248,               0.005248
                     51,                0.73958,                0.57025,                 1.0503,                0.94688,                0.92498,                0.95175,                0.76775,                0.85778,                0.51468,                 1.1012,               0.005149,               0.005149,               0.005149
                     52,                0.73311,                0.56305,                 1.0466,                0.94667,                0.92979,                0.95412,                0.77412,                0.86184,                0.51091,                 1.1054,                0.00505,                0.00505,                0.00505
                     53,                0.72776,                0.57238,                 1.0446,                0.94719,                 0.9273,                0.95408,                0.77549,                0.85024,                0.52402,                  1.092,               0.004951,               0.004951,               0.004951
                     54,                0.73416,                0.57128,                 1.0471,                0.95072,                0.92808,                0.95204,                0.77178,                0.86055,                0.53065,                 1.1048,               0.004852,               0.004852,               0.004852
                     55,                0.71943,                  0.564,                  1.043,                 0.9512,                0.92101,                0.95231,                0.77037,                0.86136,                0.52483,                 1.1078,               0.004753,               0.004753,               0.004753
                     56,                0.71251,                0.54784,                 1.0367,                0.94232,                0.92582,                0.95125,                0.77129,                0.86433,                0.53322,                 1.1109,               0.004654,               0.004654,               0.004654
                     57,                0.70684,                0.54847,                 1.0293,                0.94647,                0.91725,                0.94989,                0.77317,                0.86274,                0.52914,                 1.1109,               0.004555,               0.004555,               0.004555
                     58,                0.70264,                0.54155,                 1.0315,                0.92486,                0.93596,                0.95201,                0.77391,                0.86899,                0.54592,                 1.1212,               0.004456,               0.004456,               0.004456
                     59,                0.70312,                0.54785,                 1.0314,                0.94253,                0.92807,                0.95525,                0.77761,                0.86361,                0.51766,                 1.1158,               0.004357,               0.004357,               0.004357
                     60,                 0.6878,                0.53048,                 1.0225,                0.95157,                0.92756,                0.95256,                0.77443,                 0.8599,                0.52033,                 1.1136,               0.004258,               0.004258,               0.004258
                     61,                 0.6912,                0.52644,                 1.0257,                0.95083,                0.92639,                  0.952,                0.77496,                0.85741,                0.52122,                 1.1123,               0.004159,               0.004159,               0.004159
                     62,                0.68898,                0.52675,                 1.0257,                0.95215,                0.92985,                0.95432,                0.77717,                0.86178,                0.51752,                 1.1205,                0.00406,                0.00406,                0.00406
                     63,                0.68659,                0.52339,                 1.0267,                0.96229,                0.92311,                0.95167,                 0.7773,                0.86359,                 0.5138,                 1.1225,               0.003961,               0.003961,               0.003961
                     64,                0.67709,                0.51564,                 1.0144,                0.95162,                0.92475,                0.95269,                0.77846,                0.86709,                0.51075,                 1.1258,               0.003862,               0.003862,               0.003862
                     65,                0.66872,                0.50709,                 1.0138,                0.95471,                0.92307,                0.95071,                 0.7759,                0.87033,                0.51142,                 1.1296,               0.003763,               0.003763,               0.003763
                     66,                0.67735,                0.50831,                 1.0199,                0.95875,                0.91991,                 0.9531,                 0.7756,                0.86569,                0.49996,                 1.1279,               0.003664,               0.003664,               0.003664
                     67,                0.66486,                0.50185,                 1.0137,                0.94587,                0.92398,                  0.952,                0.77577,                0.86518,                0.49372,                 1.1268,               0.003565,               0.003565,               0.003565
                     68,                0.65935,                0.49637,                  1.014,                0.95593,                0.91733,                0.95153,                0.77057,                0.87061,                0.49288,                 1.1318,               0.003466,               0.003466,               0.003466
                     69,                0.65444,                0.49349,                 1.0064,                0.95412,                0.92701,                0.95148,                0.77271,                0.86967,                0.49717,                 1.1327,               0.003367,               0.003367,               0.003367
                     70,                0.64967,                 0.4869,                 1.0063,                0.95551,                0.92372,                0.95258,                0.77293,                0.86779,                0.49545,                 1.1296,               0.003268,               0.003268,               0.003268
                     71,                0.64783,                0.48662,                 1.0068,                0.95509,                0.92312,                0.95332,                0.77582,                0.86557,                0.50066,                   1.13,               0.003169,               0.003169,               0.003169
                     72,                0.63628,                0.47414,                 1.0015,                 0.9524,                0.92388,                0.95464,                0.77627,                0.86301,                0.49831,                 1.1296,                0.00307,                0.00307,                0.00307
                     73,                0.63392,                0.47137,                 1.0007,                0.95791,                0.91891,                0.95388,                 0.7772,                0.86131,                 0.4991,                 1.1314,               0.002971,               0.002971,               0.002971
                     74,                0.62619,                0.47186,                0.99931,                0.95148,                0.92357,                0.95407,                0.77964,                0.86532,                0.50945,                 1.1357,               0.002872,               0.002872,               0.002872
                     75,                0.62123,                0.46083,                0.99434,                0.94848,                0.92357,                0.95378,                0.77833,                0.86615,                0.51384,                 1.1383,               0.002773,               0.002773,               0.002773
                     76,                0.61887,                0.45615,                0.99136,                0.94894,                0.92357,                0.95283,                0.77953,                0.86569,                0.51616,                 1.1386,               0.002674,               0.002674,               0.002674
                     77,                0.61424,                0.45595,                0.99084,                0.95062,                0.91906,                0.95303,                0.78137,                 0.8624,                0.51348,                 1.1383,               0.002575,               0.002575,               0.002575
                     78,                0.61764,                 0.4561,                0.99478,                0.94775,                0.91906,                0.95311,                0.78073,                0.86038,                 0.5255,                  1.136,               0.002476,               0.002476,               0.002476
                     79,                0.61269,                0.45705,                0.98926,                0.94832,                0.91906,                 0.9529,                0.77974,                 0.8584,                 0.5223,                 1.1362,               0.002377,               0.002377,               0.002377
                     80,                0.60747,                0.44728,                0.98526,                 0.9526,                0.91662,                0.95336,                0.78062,                0.85496,                0.52126,                 1.1335,               0.002278,               0.002278,               0.002278
                     81,                0.59746,                0.43926,                0.98337,                0.95246,                0.91686,                0.95249,                0.78221,                0.85267,                0.51722,                 1.1333,               0.002179,               0.002179,               0.002179
                     82,                0.59309,                0.43656,                0.97818,                0.95436,                0.91073,                0.95279,                0.78071,                0.85111,                0.51733,                 1.1319,                0.00208,                0.00208,                0.00208
                     83,                0.58553,                0.43314,                0.98025,                0.95673,                0.91365,                0.95252,                 0.7786,                0.85223,                0.51607,                 1.1341,               0.001981,               0.001981,               0.001981
                     84,                 0.5871,                0.43109,                0.98227,                0.95403,                 0.9109,                0.95171,                0.77815,                0.85232,                 0.5153,                  1.137,               0.001882,               0.001882,               0.001882
                     85,                0.58783,                0.43172,                0.98251,                 0.9517,                 0.9093,                0.95234,                0.77958,                0.85088,                0.51262,                 1.1366,               0.001783,               0.001783,               0.001783
                     86,                0.58721,                0.42204,                0.97853,                0.95396,                0.91046,                0.95242,                0.77858,                0.85064,                0.51079,                 1.1373,               0.001684,               0.001684,               0.001684
                     87,                0.57257,                0.41774,                0.97274,                0.94995,                0.91678,                0.95183,                0.77718,                0.85024,                0.51332,                 1.1371,               0.001585,               0.001585,               0.001585
                     88,                0.56675,                0.42021,                0.96744,                0.95041,                0.91678,                0.95176,                0.77715,                0.85079,                0.51512,                 1.1384,               0.001486,               0.001486,               0.001486
                     89,                0.56917,                0.41039,                0.97217,                0.94765,                0.91707,                0.95068,                0.77657,                0.85116,                0.51648,                 1.1395,               0.001387,               0.001387,               0.001387
                     90,                0.55889,                0.40377,                0.96691,                0.94791,                0.91689,                0.95092,                 0.7776,                 0.8505,                0.51752,                 1.1394,               0.001288,               0.001288,               0.001288
                     91,                0.44188,                  0.255,                0.90542,                0.94844,                0.91678,                0.95143,                0.77856,                0.85068,                0.51957,                 1.1401,               0.001189,               0.001189,               0.001189
                     92,                0.42474,                0.24408,                0.88934,                0.94845,                0.91678,                0.95073,                0.77813,                0.84957,                0.52174,                 1.1399,                0.00109,                0.00109,                0.00109
                     93,                0.41796,                0.24113,                 0.8883,                0.94791,                0.91678,                0.95054,                0.77768,                0.85002,                0.52444,                 1.1408,               0.000991,               0.000991,               0.000991
                     94,                0.41017,                 0.2332,                0.88583,                0.95052,                0.91777,                0.95067,                0.77769,                0.84895,                0.52628,                 1.1412,               0.000892,               0.000892,               0.000892
                     95,                0.40665,                0.23445,                0.88326,                0.95126,                0.91852,                0.95102,                0.77851,                0.84857,                0.52673,                 1.1423,               0.000793,               0.000793,               0.000793
                     96,                0.40159,                0.22884,                0.88003,                0.95104,                0.91894,                0.95143,                0.77896,                0.84457,                0.52503,                 1.1387,               0.000694,               0.000694,               0.000694
                     97,                0.39431,                0.22432,                0.87609,                0.95191,                0.91893,                0.95145,                0.77767,                0.84417,                0.52779,                 1.1385,               0.000595,               0.000595,               0.000595
                     98,                0.38668,                0.22046,                0.87455,                0.95194,                0.91878,                0.95127,                0.77902,                0.84574,                0.53199,                 1.1411,               0.000496,               0.000496,               0.000496
                     99,                0.38167,                0.21504,                0.87536,                 0.9513,                0.91916,                0.95134,                0.77945,                0.84613,                0.53382,                 1.1418,               0.000397,               0.000397,               0.000397
                    100,                 0.3776,                0.21551,                0.87352,                0.94958,                0.91919,                0.95036,                0.77946,                0.84567,                0.53583,                 1.1418,               0.000298,               0.000298,               0.000298
