                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     42,                 0.9058,                0.77637,                 1.1355,                0.95752,                0.93338,                0.95306,                0.74533,                 0.8722,                0.54268,                  1.097,                 0.0067,                 0.0067,                 0.0067
                     43,                 0.9014,                0.77918,                 1.1349,                0.94553,                0.91672,                0.94854,                0.74499,                0.87648,                0.56931,                 1.1053,              0.0066175,              0.0066175,              0.0066175
                     44,                0.89442,                0.75538,                 1.1327,                0.94674,                0.92527,                0.94733,                0.74829,                0.85613,                0.55536,                 1.0954,               0.006535,               0.006535,               0.006535
                     45,                0.89404,                0.76783,                 1.1302,                0.94411,                0.92581,                0.95307,                0.75706,                0.84553,                0.53921,                 1.0856,              0.0064525,              0.0064525,              0.0064525
                     46,                0.88713,                0.75853,                 1.1276,                0.96749,                0.92357,                0.95253,                0.75264,                0.88103,                0.52056,                 1.1206,                0.00637,                0.00637,                0.00637
                     47,                0.87391,                0.73162,                 1.1138,                 0.9416,                0.93962,                0.95501,                0.75581,                0.85962,                0.53152,                 1.0967,              0.0062875,              0.0062875,              0.0062875
                     48,                0.88172,                0.74597,                 1.1214,                0.95236,                0.92876,                0.95412,                0.75488,                0.85207,                 0.5035,                 1.0799,               0.006205,               0.006205,               0.006205
                     49,                0.87647,                0.73092,                 1.1201,                0.96148,                0.92065,                0.95673,                0.76052,                 0.8604,                0.50656,                 1.1062,              0.0061225,              0.0061225,              0.0061225
                     50,                0.85741,                0.70987,                 1.1054,                 0.9627,                 0.9181,                0.95288,                0.76162,                 0.8502,                0.52165,                 1.0917,                0.00604,                0.00604,                0.00604
                     51,                 0.8647,                0.71993,                  1.111,                0.96051,                0.92036,                0.95421,                0.75794,                 0.8521,                0.52763,                 1.0878,              0.0059575,              0.0059575,              0.0059575
                     52,                0.85326,                0.70921,                 1.1007,                0.96041,                0.92376,                0.95052,                 0.7539,                0.84492,                0.52656,                 1.0848,               0.005875,               0.005875,               0.005875
                     53,                0.85151,                0.70591,                 1.1062,                0.94554,                 0.9275,                0.94838,                 0.7483,                0.84822,                0.53594,                  1.087,              0.0057925,              0.0057925,              0.0057925
                     54,                0.83838,                 0.6865,                 1.0932,                0.94906,                0.92379,                0.95215,                0.75768,                0.83556,                0.52734,                 1.0767,                0.00571,                0.00571,                0.00571
                     55,                0.84177,                0.69815,                 1.0972,                0.96325,                0.92481,                0.95622,                0.75724,                0.84331,                0.52321,                 1.0836,              0.0056275,              0.0056275,              0.0056275
                     56,                0.83917,                0.69018,                 1.0992,                0.96293,                0.92546,                0.95308,                0.75643,                0.84069,                0.52226,                  1.083,               0.005545,               0.005545,               0.005545
                     57,                 0.8264,                0.68627,                 1.0893,                0.95027,                0.92794,                0.95531,                0.75692,                0.84345,                0.51206,                 1.0844,              0.0054625,              0.0054625,              0.0054625
                     58,                0.82765,                0.67694,                 1.0883,                0.96024,                0.92309,                0.95672,                0.75909,                0.84627,                0.53371,                 1.0844,                0.00538,                0.00538,                0.00538
                     59,                0.81857,                0.67402,                 1.0868,                0.97843,                0.91761,                0.96006,                0.76545,                0.83619,                0.48864,                 1.0762,              0.0052975,              0.0052975,              0.0052975
                     60,                0.81069,                0.66164,                 1.0844,                0.97101,                0.91789,                0.95872,                0.76629,                0.83683,                0.51256,                 1.0851,               0.005215,               0.005215,               0.005215
                     61,                0.80544,                0.65854,                 1.0813,                0.96722,                0.91147,                0.95733,                0.76077,                0.83068,                0.51764,                 1.0847,              0.0051325,              0.0051325,              0.0051325
                     62,                0.80614,                  0.659,                 1.0833,                0.96707,                0.91649,                0.95652,                0.76277,                0.83819,                0.51771,                 1.0895,                0.00505,                0.00505,                0.00505
                     63,                0.80124,                0.64711,                 1.0804,                0.96256,                0.92705,                0.95616,                0.75754,                0.84692,                0.51349,                 1.0949,              0.0049675,              0.0049675,              0.0049675
                     64,                0.80914,                0.65045,                 1.0875,                0.95913,                0.91952,                0.95706,                0.75834,                 0.8473,                0.51914,                 1.0955,               0.004885,               0.004885,               0.004885
                     65,                 0.7933,                0.64878,                 1.0748,                0.95943,                0.92267,                0.95692,                0.76176,                0.84728,                 0.5017,                 1.0946,              0.0048025,              0.0048025,              0.0048025
                     66,                0.79578,                 0.6481,                 1.0747,                 0.9602,                0.91939,                0.95631,                 0.7629,                0.84379,                0.50768,                 1.0904,                0.00472,                0.00472,                0.00472
                     67,                0.78679,                0.63381,                 1.0698,                0.95767,                0.92091,                0.95729,                0.76175,                0.84327,                0.50838,                 1.0898,              0.0046375,              0.0046375,              0.0046375
                     68,                0.79073,                0.63294,                 1.0698,                0.95952,                0.92404,                0.95938,                0.76285,                0.84086,                0.50239,                 1.0873,               0.004555,               0.004555,               0.004555
                     69,                0.78532,                0.63037,                 1.0714,                0.96478,                0.91847,                0.95556,                 0.7581,                0.83754,                0.50004,                 1.0825,              0.0044725,              0.0044725,              0.0044725
                     70,                0.77422,                0.61935,                 1.0637,                0.96301,                0.91859,                0.95515,                 0.7628,                0.83638,                0.49407,                 1.0833,                0.00439,                0.00439,                0.00439
                     71,                0.77018,                0.60992,                 1.0599,                 0.9655,                 0.9201,                 0.9552,                0.76005,                 0.8374,                0.50107,                 1.0849,              0.0043075,              0.0043075,              0.0043075
                     72,                0.76428,                0.60423,                 1.0572,                0.96602,                0.92178,                 0.9549,                0.75734,                0.84092,                0.49913,                 1.0874,               0.004225,               0.004225,               0.004225
                     73,                0.75747,                 0.6065,                 1.0548,                0.96829,                0.92117,                0.95565,                0.75802,                0.84216,                0.49732,                 1.0885,              0.0041425,              0.0041425,              0.0041425
                     74,                 0.7521,                0.59341,                 1.0528,                0.96829,                0.92142,                0.95592,                0.76035,                0.84074,                0.49292,                 1.0918,                0.00406,                0.00406,                0.00406
                     75,                0.75451,                0.59429,                 1.0541,                0.96679,                 0.9232,                0.95598,                0.76319,                0.83984,                0.49947,                 1.0904,              0.0039775,              0.0039775,              0.0039775
                     76,                0.74831,                0.58901,                 1.0525,                0.96455,                0.92224,                0.95523,                0.75856,                0.84084,                0.51179,                 1.0905,               0.003895,               0.003895,               0.003895
                     77,                0.74602,                0.58826,                 1.0514,                0.96475,                0.92077,                0.95516,                0.75938,                0.84004,                0.51381,                 1.0907,              0.0038125,              0.0038125,              0.0038125
                     78,                0.72993,                0.57661,                 1.0437,                 0.9603,                0.92013,                0.95394,                0.76162,                0.83722,                0.51408,                 1.0914,                0.00373,                0.00373,                0.00373
                     79,                0.74022,                0.57418,                  1.046,                0.96338,                0.92273,                0.95432,                0.76032,                0.83627,                0.51944,                 1.0938,              0.0036475,              0.0036475,              0.0036475
                     80,                 0.7339,                0.57425,                 1.0448,                0.96238,                0.91765,                0.95457,                0.75908,                0.83515,                0.51515,                 1.0934,               0.003565,               0.003565,               0.003565
                     81,                0.72885,                0.56679,                 1.0375,                0.96219,                0.92067,                0.95526,                0.75697,                 0.8359,                0.51275,                 1.0949,              0.0034825,              0.0034825,              0.0034825
                     82,                0.72161,                0.56101,                 1.0391,                0.96099,                 0.9185,                 0.9556,                 0.7569,                0.83715,                0.51135,                 1.0966,                 0.0034,                 0.0034,                 0.0034
                     83,                0.72015,                0.55135,                 1.0341,                0.96662,                0.92005,                0.95564,                0.75982,                0.83684,                0.50653,                 1.0961,              0.0033175,              0.0033175,              0.0033175
                     84,                0.71682,                0.55978,                  1.039,                0.96824,                0.92025,                0.95507,                0.75956,                0.83761,                 0.5045,                 1.0976,               0.003235,               0.003235,               0.003235
                     85,                0.70811,                0.55098,                 1.0315,                0.96426,                0.92022,                0.95497,                0.75944,                0.83737,                0.50303,                 1.0968,              0.0031525,              0.0031525,              0.0031525
                     86,                 0.7054,                0.54892,                   1.03,                0.96192,                0.91925,                0.95499,                 0.7606,                0.83501,                0.50249,                 1.0951,                0.00307,                0.00307,                0.00307
                     87,                0.70736,                0.54787,                 1.0309,                0.96012,                0.92292,                0.95469,                0.76034,                0.83447,                0.50186,                 1.0948,              0.0029875,              0.0029875,              0.0029875
                     88,                0.70264,                0.54162,                 1.0277,                 0.9625,                0.92135,                0.95447,                0.75994,                0.83471,                 0.5011,                  1.095,               0.002905,               0.002905,               0.002905
                     89,                0.69345,                0.54412,                  1.026,                0.96159,                0.92202,                0.95486,                0.76134,                0.83595,                0.49998,                 1.0955,              0.0028225,              0.0028225,              0.0028225
                     90,                0.70077,                0.53509,                  1.026,                 0.9619,                  0.922,                0.95436,                0.75988,                0.83664,                0.49951,                 1.0957,                0.00274,                0.00274,                0.00274
                     91,                0.68991,                0.53731,                  1.026,                0.96226,                0.92094,                0.95503,                0.76127,                0.83802,                0.50195,                 1.0963,              0.0026575,              0.0026575,              0.0026575
                     92,                 0.6861,                0.53913,                 1.0208,                 0.9622,                0.92105,                0.95511,                 0.7629,                0.83886,                0.50115,                 1.0966,               0.002575,               0.002575,               0.002575
                     93,                0.67579,                0.51595,                 1.0177,                 0.9599,                0.91854,                 0.9556,                0.76238,                0.83985,                 0.4992,                 1.0972,              0.0024925,              0.0024925,              0.0024925
                     94,                0.67839,                0.52441,                 1.0141,                0.95993,                0.91762,                0.95575,                 0.7638,                0.83995,                0.49787,                 1.0973,                0.00241,                0.00241,                0.00241
                     95,                0.67234,                0.51563,                 1.0147,                0.95916,                0.91772,                0.95578,                0.76491,                0.84019,                0.49784,                  1.098,              0.0023275,              0.0023275,              0.0023275
                     96,                0.66755,                0.50601,                 1.0112,                0.95766,                0.91794,                0.95601,                 0.7633,                0.83973,                0.49836,                  1.098,               0.002245,               0.002245,               0.002245
                     97,                 0.6695,                0.52057,                 1.0164,                0.96191,                0.91914,                0.95632,                0.76205,                 0.8402,                0.49819,                 1.0986,              0.0021625,              0.0021625,              0.0021625
                     98,                0.65123,                0.49933,                 1.0043,                0.96043,                0.91772,                0.95629,                0.76281,                0.84034,                 0.4997,                  1.098,                0.00208,                0.00208,                0.00208
                     99,                0.65454,                0.50328,                 1.0075,                0.96015,                0.91772,                0.95631,                0.76269,                0.84002,                0.50205,                 1.0982,              0.0019975,              0.0019975,              0.0019975
                    100,                0.64899,                0.48877,                 1.0069,                0.95946,                0.91741,                0.95644,                0.76407,                0.83969,                0.50247,                 1.0987,               0.001915,               0.001915,               0.001915
                    101,                 0.6437,                0.49896,                  1.004,                 0.9592,                0.91772,                 0.9568,                0.76229,                0.83987,                0.50427,                 1.0991,              0.0018325,              0.0018325,              0.0018325
                    102,                0.64787,                  0.488,                  1.007,                0.95996,                0.91772,                0.95704,                0.76268,                 0.8401,                0.50396,                 1.0997,                0.00175,                0.00175,                0.00175
                    103,                0.63558,                0.48206,                0.99692,                0.95856,                0.91761,                0.95692,                 0.7621,                 0.8405,                0.50577,                 1.1002,              0.0016675,              0.0016675,              0.0016675
                    104,                 0.6317,                0.48444,                0.99521,                0.95671,                0.91855,                 0.9569,                0.76168,                0.84031,                0.50606,                 1.1012,               0.001585,               0.001585,               0.001585
                    105,                0.62862,                0.47728,                0.99743,                0.95642,                0.91875,                0.95674,                0.76276,                0.84059,                0.50723,                 1.1011,              0.0015025,              0.0015025,              0.0015025
                    106,                0.63707,                0.47998,                 1.0007,                0.95799,                0.91714,                0.95656,                0.76298,                0.84117,                 0.5084,                  1.102,                0.00142,                0.00142,                0.00142
                    107,                0.63039,                0.47313,                0.99587,                0.95839,                0.91681,                0.95635,                0.76294,                0.84195,                0.51064,                  1.103,              0.0013375,              0.0013375,              0.0013375
                    108,                0.61893,                0.45941,                0.99061,                0.95843,                0.91754,                0.95644,                0.76151,                0.84267,                0.51252,                 1.1034,               0.001255,               0.001255,               0.001255
                    109,                0.61469,                0.46208,                0.98768,                0.95897,                0.91722,                0.95629,                0.76101,                0.84284,                 0.5135,                 1.1037,              0.0011725,              0.0011725,              0.0011725
                    110,                0.61568,                0.47072,                0.99308,                0.96233,                0.91525,                0.95616,                 0.7615,                0.84285,                0.51474,                 1.1039,                0.00109,                0.00109,                0.00109
